FECHA FACT.,FACTURA DATAICO,ORDEN DATAICO,ORDEN SIGES,VALOR SIGES,ESTADO,MOTIVO,VERIFICACION
14/06/2025 21:03:26,FEEJ46312,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:03:50,FEEJ46313,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:04:15,FEEJ46314,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:04:39,FEEJ46315,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:05:04,FEEJ46316,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:05:28,FEEJ46317,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:05:53,FEEJ46318,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:06:18,FEEJ46319,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:06:41,FEEJ46320,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:07:05,FEEJ46321,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:07:30,FEEJ46322,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:07:52,FEEJ46323,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:08:13,FEEJ46324,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:08:35,FEEJ46325,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:08:59,FEEJ46326,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:09:22,FEEJ46327,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:09:45,FEEJ46328,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:10:07,FEEJ46329,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:10:29,FEEJ46330,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:10:52,FEEJ46331,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:11:15,FEEJ46332,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:11:38,FEEJ46333,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:12:03,FEEJ46334,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:12:28,FEEJ46335,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:12:52,FEEJ46336,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:13:15,FEEJ46337,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:13:38,FEEJ46338,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:14:00,FEEJ46339,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:14:22,FEEJ46340,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:14:46,FEEJ46341,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:15:08,FEEJ46342,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:15:30,FEEJ46343,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:15:52,FEEJ46344,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:16:34,FEEJ46346,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:16:58,FEEJ46347,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:17:23,FEEJ46348,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:17:48,FEEJ46349,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:18:12,FEEJ46350,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:18:35,FEEJ46351,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:19:00,FEEJ46352,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:19:25,FEEJ46353,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:19:50,FEEJ46354,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:20:14,FEEJ46355,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:20:38,FEEJ46356,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:21:01,FEEJ46357,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:21:23,FEEJ46358,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:21:46,FEEJ46359,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:22:09,FEEJ46360,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:22:32,FEEJ46361,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:22:54,FEEJ46362,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:23:17,FEEJ46363,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:23:39,FEEJ46364,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:24:03,FEEJ46365,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:24:26,FEEJ46366,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:24:49,FEEJ46367,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:25:13,FEEJ46368,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:25:37,FEEJ46369,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:25:59,FEEJ46370,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:26:22,FEEJ46371,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:27:03,FEEJ46373,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:27:25,FEEJ46374,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:27:47,FEEJ46375,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:28:10,FEEJ46376,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:28:32,FEEJ46377,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:28:54,FEEJ46378,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:29:17,FEEJ46379,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:29:40,FEEJ46380,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:30:04,FEEJ46381,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:30:29,FEEJ46382,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:30:54,FEEJ46383,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:31:19,FEEJ46384,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:31:44,FEEJ46385,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:32:10,FEEJ46386,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:32:34,FEEJ46387,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:32:58,FEEJ46388,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:33:21,FEEJ46389,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:33:45,FEEJ46390,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:34:07,FEEJ46391,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:34:30,FEEJ46392,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:34:53,FEEJ46393,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:35:16,FEEJ46394,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:36:42,FEEJ46395,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:37:06,FEEJ46396,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:37:31,FEEJ46397,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:37:54,FEEJ46398,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:38:17,FEEJ46399,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:38:41,FEEJ46400,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:39:06,FEEJ46401,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:39:29,FEEJ46403,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:39:53,FEEJ46404,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:40:16,FEEJ46405,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:40:38,FEEJ46406,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:41:01,FEEJ46407,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:41:24,FEEJ46408,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:41:47,FEEJ46409,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:42:10,FEEJ46410,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:42:32,FEEJ46411,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:42:55,FEEJ46412,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:43:17,FEEJ46413,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:43:40,FEEJ46414,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:44:03,FEEJ46415,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:44:26,FEEJ46416,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:44:50,FEEJ46417,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:45:14,FEEJ46418,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:45:37,FEEJ46419,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:46:01,FEEJ46420,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:46:24,FEEJ46421,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:46:49,FEEJ46422,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:47:13,FEEJ46423,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:47:37,FEEJ46424,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:47:59,FEEJ46425,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:48:21,FEEJ46426,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:48:43,FEEJ46427,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:49:06,FEEJ46428,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:49:28,FEEJ46429,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:49:49,FEEJ46431,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:50:11,FEEJ46432,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:50:33,FEEJ46433,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:50:56,FEEJ46434,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:51:18,FEEJ46435,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:51:40,FEEJ46436,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:52:03,FEEJ46437,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:52:27,FEEJ46438,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:52:51,FEEJ46439,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:53:16,FEEJ46440,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:53:38,FEEJ46441,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:54:02,FEEJ46442,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:54:24,FEEJ46443,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:54:47,FEEJ46444,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:55:09,FEEJ46445,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:55:31,FEEJ46446,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:55:53,FEEJ46447,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:56:18,FEEJ46448,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:56:41,FEEJ46449,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:57:03,FEEJ46450,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:57:26,FEEJ46451,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:57:49,FEEJ46452,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:58:12,FEEJ46453,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:58:35,FEEJ46454,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:58:58,FEEJ46455,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:59:22,FEEJ46456,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 21:59:44,FEEJ46457,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:00:06,FEEJ46458,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:00:30,FEEJ46459,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:00:54,FEEJ46460,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:01:17,FEEJ46461,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:01:40,FEEJ46462,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:02:04,FEEJ46463,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:02:26,FEEJ46464,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:02:49,FEEJ46465,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:03:11,FEEJ46466,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:03:34,FEEJ46467,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:03:58,FEEJ46468,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:04:22,FEEJ46469,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:04:46,FEEJ46470,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:05:10,FEEJ46471,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:05:34,FEEJ46472,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:06:00,FEEJ46473,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:06:25,FEEJ46474,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:06:50,FEEJ46475,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:07:13,FEEJ46476,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:07:37,FEEJ46477,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:08:00,FEEJ46478,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:08:24,FEEJ46479,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:08:46,FEEJ46480,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:09:11,FEEJ46481,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:09:35,FEEJ46482,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:09:58,FEEJ46483,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:10:21,FEEJ46484,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:10:44,FEEJ46485,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:11:05,FEEJ46486,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:11:27,FEEJ46487,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:11:50,FEEJ46488,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:12:12,FEEJ46489,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:12:34,FEEJ46490,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:12:57,FEEJ46491,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:13:19,FEEJ46492,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:13:40,FEEJ46493,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:14:02,FEEJ46494,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:14:24,FEEJ46495,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:14:47,FEEJ46496,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:15:10,FEEJ46497,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:15:34,FEEJ46498,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:15:57,FEEJ46499,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:16:20,FEEJ46500,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:16:42,FEEJ46501,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:17:05,FEEJ46502,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:17:28,FEEJ46503,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:17:50,FEEJ46504,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:18:13,FEEJ46505,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:18:35,FEEJ46506,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:18:57,FEEJ46507,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:19:20,FEEJ46508,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:19:41,FEEJ46509,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:20:03,FEEJ46510,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:20:26,FEEJ46511,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:20:50,FEEJ46512,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:21:13,FEEJ46513,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:21:38,FEEJ46514,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:22:02,FEEJ46515,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:22:25,FEEJ46516,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:22:47,FEEJ46517,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:23:10,FEEJ46518,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:23:32,FEEJ46519,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:23:55,FEEJ46520,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:24:18,FEEJ46521,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:24:40,FEEJ46522,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:25:02,FEEJ46523,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:25:24,FEEJ46524,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:25:47,FEEJ46525,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:26:10,FEEJ46526,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:26:34,FEEJ46527,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:26:58,FEEJ46528,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:27:21,FEEJ46529,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:27:44,FEEJ46530,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:28:07,FEEJ46531,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:28:29,FEEJ46532,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:28:51,FEEJ46533,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:29:13,FEEJ46534,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:29:34,FEEJ46535,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:29:56,FEEJ46536,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:30:18,FEEJ46537,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:30:40,FEEJ46538,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:31:02,FEEJ46539,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:31:24,FEEJ46540,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:31:47,FEEJ46541,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:32:11,FEEJ46542,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:32:36,FEEJ46543,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:32:59,FEEJ46544,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:33:22,FEEJ46545,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:33:43,FEEJ46546,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:34:04,FEEJ46547,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:34:26,FEEJ46548,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:34:47,FEEJ46549,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:35:10,FEEJ46550,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:35:32,FEEJ46551,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:35:54,FEEJ46552,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:36:16,FEEJ46553,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:36:38,FEEJ46554,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:37:00,FEEJ46555,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:37:23,FEEJ46556,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:37:47,FEEJ46557,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:38:10,FEEJ46558,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:38:32,FEEJ46559,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:38:54,FEEJ46560,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:39:16,FEEJ46561,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:39:38,FEEJ46562,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:40:00,FEEJ46563,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:40:22,FEEJ46564,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:40:45,FEEJ46565,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:41:06,FEEJ46566,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:41:29,FEEJ46567,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:41:55,FEEJ46568,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:42:19,FEEJ46569,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:42:42,FEEJ46570,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:43:06,FEEJ46571,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:43:28,FEEJ46572,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:43:50,FEEJ46573,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:44:13,FEEJ46574,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:44:37,FEEJ46575,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:45:02,FEEJ46576,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:45:26,FEEJ46577,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:45:50,FEEJ46578,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:46:14,FEEJ46579,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:46:38,FEEJ46580,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:47:02,FEEJ46581,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:47:26,FEEJ46582,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:47:49,FEEJ46583,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:48:13,FEEJ46584,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:48:37,FEEJ46585,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:49:00,FEEJ46586,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:49:24,FEEJ46587,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:49:47,FEEJ46588,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:50:11,FEEJ46589,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:50:35,FEEJ46590,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:51:00,FEEJ46591,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:51:23,FEEJ46592,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:51:46,FEEJ46593,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:52:09,FEEJ46594,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:52:31,FEEJ46595,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:52:54,FEEJ46596,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:53:16,FEEJ46597,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:53:38,FEEJ46598,385,,,NO SUBIDA,REPETIDA,CANASTILLA
14/06/2025 22:54:00,FEEJ46599,385,,,NO SUBIDA,REPETIDA,CANASTILLA
